region_1	region_2	n_pairs	RR	replicate_id
Senegal	Senegal	14	1	868
Senegal	Senegal	8	1	869
Senegal	Senegal	20	1	870
Senegal	Senegal	18	1	871
Senegal	Senegal	8	1	872
Senegal	Senegal	8	1	873
Senegal	Senegal	6	1	874
Senegal	Senegal	14	1	875
Senegal	Senegal	10	1	876
Senegal	Senegal	10	1	877
Senegal	Senegal	14	1	878
Senegal	Senegal	14	1	879
Senegal	Senegal	8	1	880
Senegal	Senegal	20	1	881
Senegal	Senegal	14	1	882
Senegal	Senegal	10	1	883
Senegal	Senegal	12	1	884
Senegal	Senegal	16	1	885
Senegal	Senegal	8	1	886
Senegal	Senegal	12	1	887
Senegal	Senegal	12	1	888
Senegal	Senegal	10	1	889
Senegal	Senegal	18	1	890
Senegal	Senegal	14	1	891
Senegal	Senegal	8	1	892
Senegal	Senegal	8	1	893
Senegal	Senegal	12	1	894
Senegal	Senegal	14	1	895
Senegal	Senegal	10	1	896
Senegal	Senegal	4	1	897
Senegal	Senegal	10	1	898
Senegal	Senegal	10	1	899
Senegal	Senegal	14	1	900
Senegal	Senegal	16	1	901
Senegal	Senegal	10	1	902
Senegal	Senegal	6	1	903
Senegal	Senegal	14	1	904
Senegal	Senegal	14	1	905
Senegal	Senegal	20	1	906
Senegal	Senegal	20	1	907
Senegal	Senegal	6	1	908
Senegal	Senegal	16	1	909
Senegal	Senegal	12	1	910
Senegal	Senegal	14	1	911
Senegal	Senegal	6	1	912
Senegal	Senegal	10	1	913
Senegal	Senegal	12	1	914
Senegal	Senegal	12	1	915
Senegal	Senegal	12	1	916
Senegal	Senegal	16	1	917
Senegal	Senegal	14	1	918
Senegal	Senegal	12	1	919
Senegal	Senegal	14	1	920
Senegal	Senegal	12	1	921
Senegal	Senegal	20	1	922
Senegal	Senegal	8	1	923
Senegal	Senegal	8	1	924
Senegal	Senegal	12	1	925
Senegal	Senegal	12	1	926
Senegal	Senegal	12	1	927
Senegal	Senegal	6	1	928
Senegal	Senegal	10	1	929
Senegal	Senegal	20	1	930
Senegal	Senegal	16	1	931
Senegal	Senegal	18	1	932
Senegal	Senegal	12	1	933
Senegal	Senegal	16	1	934
Senegal	Senegal	12	1	935
Senegal	Senegal	14	1	936
Senegal	Senegal	18	1	937
Senegal	Senegal	12	1	938
Senegal	Senegal	10	1	939
Senegal	Senegal	12	1	940
Senegal	Senegal	12	1	941
Senegal	Senegal	12	1	942
Senegal	Senegal	14	1	943
Senegal	Senegal	14	1	944
Senegal	Senegal	8	1	945
Senegal	Senegal	14	1	946
Senegal	Senegal	6	1	947
Senegal	Senegal	20	1	948
Senegal	Senegal	16	1	949
Senegal	Senegal	12	1	950
Senegal	Senegal	16	1	951
Senegal	Senegal	16	1	952
Senegal	Senegal	12	1	953
Senegal	Senegal	18	1	954
Senegal	Senegal	16	1	955
Senegal	Senegal	12	1	956
Senegal	Senegal	12	1	957
Senegal	Senegal	8	1	958
Senegal	Senegal	6	1	959
Senegal	Senegal	12	1	960
Senegal	Senegal	20	1	961
Senegal	Senegal	14	1	962
Senegal	Senegal	14	1	963
Senegal	Senegal	12	1	964
Senegal	Senegal	14	1	965
Senegal	Senegal	10	1	966
Senegal	Senegal	12	1	967
Senegal	Senegal	8	1	968
Senegal	Senegal	12	1	969
Senegal	Senegal	16	1	970
Senegal	Senegal	10	1	971
Senegal	Senegal	12	1	972
Senegal	Senegal	16	1	973
Senegal	Senegal	10	1	974
Senegal	Senegal	14	1	975
Senegal	Senegal	10	1	976
Senegal	Senegal	14	1	977
Senegal	Senegal	16	1	978
Senegal	Senegal	16	1	979
Senegal	Senegal	14	1	980
Senegal	Senegal	10	1	981
Senegal	Senegal	4	1	982
Senegal	Senegal	8	1	983
Senegal	Senegal	6	1	984
Senegal	Senegal	10	1	985
Senegal	Senegal	18	1	986
Senegal	Senegal	14	1	987
Senegal	Senegal	20	1	988
Senegal	Senegal	12	1	989
Senegal	Senegal	18	1	990
Senegal	Senegal	12	1	991
Senegal	Senegal	12	1	992
Senegal	Senegal	14	1	993
Senegal	Senegal	20	1	994
Senegal	Senegal	16	1	995
Senegal	Senegal	10	1	996
Senegal	Senegal	12	1	997
Senegal	Senegal	16	1	998
Senegal	Senegal	10	1	999
Senegal	Senegal	14	1	1000
