"","Brazil","China","France","India","Senegal"
"Brazil",0,1.02139696895927,0.943919827434358,1.12229875675184,0.940428120865651
"China",0.979438877543476,0,0.917670654027414,0.987700461574767,1.01839067717817
"France",0.973366317424282,0.940780540259038,0,0.992148966282747,0.977156449223606
"India",1.03899626802508,1.10426164505362,0.901897130751331,0,0.998049573197096
"Senegal",0.939476778356942,0.983311723236291,0.959039389772171,0.923596103828376,0
