Accession_ID	Genotype	Date	Host	Continent	Country	City	Longitude	Latitude
EPI_ISL_19172154	II-ECSA	2023-01-03	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172155	II-ECSA	2022-12-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172156	II-ECSA	2022-11-29	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172157	II-ECSA	2022-12-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172158	II-ECSA	2022-12-30	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172159	II-ECSA	2022-11-23	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172160	II-ECSA	2022-12-16	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172161	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172162	II-ECSA	2022-12-21	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172163	II-ECSA	2023-01-05	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172164	II-ECSA	2022-12-07	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172165	II-ECSA	2023-01-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172166	II-ECSA	2022-12-01	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172167	II-ECSA	2022-11-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172168	II-ECSA	2023-01-03	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172169	II-ECSA	2022-12-16	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172170	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172171	II-ECSA	2022-12-08	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172172	II-ECSA	2022-12-14	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172173	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172174	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172175	II-ECSA	2022-12-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172176	II-ECSA	2022-12-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172177	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172178	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172179	II-ECSA	2022-11-30	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172180	II-ECSA	2022-11-30	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172181	II-ECSA	2022-12-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172182	II-ECSA	2022-12-12	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172183	II-ECSA	2022-12-13	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172184	II-ECSA	2022-12-19	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172185	II-ECSA	2022-12-19	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172186	II-ECSA	2022-12-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172187	II-ECSA	2022-12-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172188	II-ECSA	2022-12-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172189	II-ECSA	2022-12-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172190	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172191	II-ECSA	2022-12-29	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172192	II-ECSA	2023-01-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172193	II-ECSA	2023-01-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172194	II-ECSA	2023-01-03	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172195	II-ECSA	2023-01-05	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172196	II-ECSA	2022-12-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172197	II-ECSA	2022-12-12	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172198	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172199	II-ECSA	2023-01-03	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172200	II-ECSA	2022-12-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172201	II-ECSA	2022-12-21	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172202	II-ECSA	2022-12-21	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172203	II-ECSA	2022-12-21	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172204	II-ECSA	2022-12-23	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172205	II-ECSA	2022-12-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172206	II-ECSA	2022-12-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172207	II-ECSA	2022-12-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172208	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172209	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172210	II-ECSA	2022-12-30	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172211	II-ECSA	2023-01-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172212	II-ECSA	2023-01-05	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172213	II-ECSA	2022-11-29	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172214	II-ECSA	2022-11-30	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172215	II-ECSA	2022-12-15	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172216	II-ECSA	2022-12-15	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172217	II-ECSA	2022-12-22	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172218	II-ECSA	2022-12-09	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172219	II-ECSA	2022-11-24	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172220	II-ECSA	2022-12-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172221	II-ECSA	2022-12-14	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172222	II-ECSA	2022-12-14	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172226	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172227	II-ECSA	2023-01-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172228	II-ECSA	2023-01-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172229	II-ECSA	2023-01-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172230	II-ECSA	2023-02-06	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172231	II-ECSA	2023-01-23	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172232	II-ECSA	2023-01-25	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172233	II-ECSA	2023-01-29	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172234	II-ECSA	2023-02-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172260	II-ECSA	2023-01-21	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172261	II-ECSA	2023-01-23	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172262	II-ECSA	2023-01-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172263	II-ECSA	2023-01-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172264	II-ECSA	2023-01-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172266	II-ECSA	2023-01-24	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172267	II-ECSA	2023-01-19	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172268	II-ECSA	2023-01-24	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172269	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172270	II-ECSA	2023-01-25	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172271	II-ECSA	2023-01-13	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172272	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172273	II-ECSA	2023-01-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172274	II-ECSA	2023-01-24	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172275	II-ECSA	2023-01-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172276	II-ECSA	2023-02-03	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172277	II-ECSA	2023-01-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172278	II-ECSA	2023-01-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172279	II-ECSA	2023-01-25	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172280	II-ECSA	2023-01-26	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172281	II-ECSA	2023-01-23	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172282	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172283	II-ECSA	2023-01-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172284	II-ECSA	2023-01-23	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172285	II-ECSA	2023-01-19	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172286	II-ECSA	2023-01-25	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172287	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172288	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172289	II-ECSA	2023-02-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172290	II-ECSA	2023-01-20	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172291	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172292	II-ECSA	2023-02-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172293	II-ECSA	2023-02-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172294	II-ECSA	2023-01-23	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172295	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172296	II-ECSA	2023-01-27	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172297	II-ECSA	2023-02-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172298	II-ECSA	2023-01-23	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172299	II-ECSA	2023-01-31	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172300	II-ECSA	2023-02-01	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172301	II-ECSA	2023-02-03	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172302	II-ECSA	2023-01-24	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172303	II-ECSA	2023-01-24	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172304	II-ECSA	2023-02-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172305	II-ECSA	2023-01-24	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172306	II-ECSA	2023-02-06	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172307	II-ECSA	2023-01-24	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172309	II-ECSA	2023-04-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172310	II-ECSA	2023-03-30	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172311	II-ECSA	2023-04-11	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172312	II-ECSA	2023-03-16	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172313	II-ECSA	2023-04-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172314	II-ECSA	2023-03-30	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172315	II-ECSA	2023-03-01	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172316	II-ECSA	2023-03-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172317	II-ECSA	2023-03-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172318	II-ECSA	2023-03-29	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172319	II-ECSA	2023-04-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172320	II-ECSA	2023-04-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172321	II-ECSA	2023-04-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172322	II-ECSA	2023-04-05	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172323	II-ECSA	2023-04-09	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172324	II-ECSA	2023-04-01	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172325	II-ECSA	2023-04-03	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172326	II-ECSA	2023-04-06	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172327	II-ECSA	2023-03-31	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172329	II-ECSA	2023-02-16	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172330	II-ECSA	2023-02-28	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172336	II-ECSA	2023-04-18	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172337	II-ECSA	2023-04-18	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172338	II-ECSA	2023-04-18	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172339	II-ECSA	2023-04-17	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172340	II-ECSA	2023-04-17	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172341	II-ECSA	2023-04-17	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172342	II-ECSA	2023-05-01	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172343	II-ECSA	2023-04-17	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172344	II-ECSA	2023-04-16	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172345	II-ECSA	2023-04-16	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172347	II-ECSA	2024-01-01	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172350	II-ECSA	2024-01-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172356	II-ECSA	2024-01-05	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172359	II-ECSA	2024-02-02	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172362	II-ECSA	2024-02-05	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172364	II-ECSA	2024-02-06	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172366	II-ECSA	2024-01-09	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172367	II-ECSA	2024-02-08	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172368	II-ECSA	2024-02-12	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172375	II-ECSA	2024-01-10	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172377	II-ECSA	2024-01-13	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172378	II-ECSA	2024-01-11	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172384	II-ECSA	2024-01-15	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172385	II-ECSA	2024-01-16	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172400	II-ECSA	2023-12-03	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172402	II-ECSA	2023-12-01	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172404	II-ECSA	2023-12-11	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19172405	II-ECSA	2023-12-19	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_19180201	II-ECSA	2018-07-03	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180202	II-ECSA	2018-07-12	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180203	II-ECSA	2018-07-23	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180204	II-ECSA	2018-08-02	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180205	II-ECSA	2018-07-31	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180206	II-ECSA	2018-09-04	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180207	II-ECSA	2017-12-19	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180208	II-ECSA	2018-01-03	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180209	II-ECSA	2018-01-03	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180210	II-ECSA	2018-01-11	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180211	II-ECSA	2018-01-11	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180212	II-ECSA	2018-01-12	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180213	II-ECSA	2018-01-12	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180214	II-ECSA	2018-01-22	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180215	II-ECSA	2018-01-22	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180216	II-ECSA	2018-01-25	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180217	II-ECSA	2018-01-25	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180218	II-ECSA	2018-01-30	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180219	II-ECSA	2018-02-02	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180220	II-ECSA	2018-04-25	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180221	II-ECSA	2018-05-02	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180222	II-ECSA	2018-05-16	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180223	II-ECSA	2018-01-22	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180224	II-ECSA	2018-05-22	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180225	II-ECSA	2018-05-23	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180226	II-ECSA	2018-06-06	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180227	II-ECSA	2018-06-11	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180228	II-ECSA	2018-12-11	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180229	II-ECSA	2018-05-02	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180230	II-ECSA	2018-04-25	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180231	II-ECSA	2020-01-02	Human	Africa	Kenya	Dadaab-Hagadera	40.3	0.1
EPI_ISL_19180232	II-ECSA	2018-07-23	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180233	II-ECSA	2018-05-22	Human	Africa	Kenya	Mombasa	39.7	-4
EPI_ISL_19180236	II-ECSA	2020-01-02	Human	Africa	Kenya	Dadaab-Hagadera	40.3	0.1
EPI_ISL_19180237	II-ECSA	2020-01-02	Human	Africa	Kenya	Dadaab-Hagadera	40.3	0.1
EPI_ISL_19180239	II-ECSA	2024-02-01	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180240	II-ECSA	2024-01-18	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180241	II-ECSA	2024-01-29	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180242	II-ECSA	2024-02-01	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180243	II-ECSA	2024-01-26	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180244	II-ECSA	2024-01-11	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180245	II-ECSA	2024-01-12	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180246	II-ECSA	2024-01-29	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180247	II-ECSA	2024-02-02	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180248	II-ECSA	2024-02-06	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180249	II-ECSA	2024-01-31	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180250	II-ECSA	2024-02-08	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180251	II-ECSA	2024-02-02	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180252	II-ECSA	2024-02-01	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180253	II-ECSA	2024-02-05	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_19180268	II-ECSA	2024-02-19	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180269	II-ECSA	2024-02-19	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180270	II-ECSA	2024-02-23	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180271	II-ECSA	2024-02-20	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180272	II-ECSA	2024-02-28	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180273	II-ECSA	2024-03-01	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180274	II-ECSA	2024-03-04	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180275	II-ECSA	2024-03-05	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180276	II-ECSA	2024-03-04	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180277	II-ECSA	2024-02-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180278	II-ECSA	2024-03-04	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180279	II-ECSA	2024-03-04	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180280	II-ECSA	2024-03-07	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180281	II-ECSA	2024-03-12	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180282	II-ECSA	2024-03-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180283	II-ECSA	2024-03-15	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180284	II-ECSA	2024-03-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180285	II-ECSA	2024-03-15	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180286	II-ECSA	2024-03-12	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180287	II-ECSA	2024-03-13	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180288	II-ECSA	2024-03-02	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_19180289	II-ECSA	2024-03-31	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_19219610	II-ECSA	2024-04-08	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219611	II-ECSA	2024-04-10	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219612	II-ECSA	2024-04-08	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219613	II-ECSA	2024-04-09	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219614	II-ECSA	2024-04-16	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219615	II-ECSA	2024-04-12	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219616	II-ECSA	2024-04-09	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219617	II-ECSA	2024-04-12	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219618	II-ECSA	2024-04-11	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219619	II-ECSA	2024-04-21	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219620	II-ECSA	2024-04-24	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219621	II-ECSA	2024-04-21	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219622	II-ECSA	2024-04-22	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219623	II-ECSA	2024-04-21	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219624	II-ECSA	2024-04-09	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219625	II-ECSA	2024-04-10	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219626	II-ECSA	2024-04-13	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_19219627	II-ECSA	2024-04-12	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
